season_year,teamTriCode,teamCommonName,conferenceAbbrev,divisionAbbrev,gamesPlayed,wins,losses,otLosses,points,goalFor,goalAgainst,goalDifferential,points_percentage,season_type,prior_season_year,total_mis,total_aav_spent,signing_count,signing_count_tier1,signing_count_tier2,signing_count_tier3,signing_count_tier4,has_goalie_signing,offseason_data_pending,total_aav_committed,total_contract_value,signing_count_cap,cap_ceiling,cap_ceiling_change,cap_spending_pct,near_cap_floor,heavy_spender,count_within_division,count_cross_division,count_cross_conference,total_signing_count,pct_cross_conference,any_cross_conference,net_total_aav_committed,total_aav_lost,net_aav,mean_contract_years,max_contract_years,count_long_term,weighted_avg_years,total_ufa_decisions,count_re_signed,count_new_signings,pct_retained,aav_retained,aav_new,pct_aav_retained,no_ufa_activity,prior_season_points_pct,mis_index
2020,CAR,Hurricanes,E,M,68,38,25,5,81,222,193,29,0.595588,covid_shortened,2019,549.35,2527,5,1,1,0,1,TRUE,FALSE,2527,14100000,5,81500000,0,3.100613496932515e-5,TRUE,FALSE,2,1,2,6,0.3333333333333333,TRUE,2527,2421,106,1.8,3,0,1.3260783537791847,6,1,5,0.16666666666666666,705,2527,0.21813118811881188,FALSE,0.603659,0
2020,CBJ,Blue Jackets,E,M,70,33,22,15,81,180,187,-7,0.578571,covid_shortened,2019,477676.25,2210705,3,0,2,1,0,FALSE,FALSE,2210705,2910000,3,81500000,0,0.02712521472392638,TRUE,FALSE,0,0,3,3,1,TRUE,2210705,2252115,-41410,1,1,0,1,3,0,3,0,0,2210705,0,FALSE,0.597561,21.7
2020,CGY,Flames,W,P,70,36,27,7,79,210,215,-5,0.564286,covid_shortened,2019,1256919.75,5377820,6,1,2,1,2,TRUE,FALSE,5377820,21675000,6,81500000,0,0.06598552147239264,FALSE,FALSE,3,0,3,8,0.375,TRUE,5377820,7119700,-1741880,1.5,4,0,3.510310869460116,8,2,6,0.25,1410,5377820,2.6211929960235947e-4,FALSE,0.652439,57.1
2020,CHI,Blackhawks,W,C,70,32,30,8,72,212,218,-6,0.514286,covid_shortened,2019,821271.2,3925106,4,0,1,3,0,FALSE,FALSE,3925106,5650000,4,81500000,0,0.04816080981595092,TRUE,FALSE,2,0,2,5,0.4,TRUE,3925106,4751410,-826304,1.25,2,0,1.1847083874932294,5,1,4,0.2,850000,3925106,0.1780065196458466,FALSE,0.512195,37.3
2020,COL,Avalanche,W,C,70,42,20,8,92,237,191,46,0.657143,covid_shortened,2019,112887.75,752115,4,0,0,2,2,FALSE,FALSE,752115,2850000,4,81500000,0,0.00922840490797546,TRUE,FALSE,1,1,2,6,0.3333333333333333,TRUE,752115,728232,23883,1,1,0,1,6,2,4,0.3333333333333333,2500705,752115,0.7687806272711063,FALSE,0.54878,5.1
2020,DAL,Stars,W,C,69,37,24,8,82,180,177,3,0.594203,covid_shortened,2019,0,0,0,0,0,0,0,FALSE,FALSE,0,0,0,81500000,0,0,TRUE,FALSE,0,0,0,2,0,FALSE,0,3710000,-3710000,0,0,0,0,2,2,0,1,3334038,0,1,FALSE,0.567073,0
2020,DET,Red Wings,E,A,71,17,49,5,39,145,267,-122,0.274648,covid_shortened,2019,2187531.2,7000624,8,2,2,0,0,TRUE,FALSE,7000624,22300000,8,81500000,0,0.08589722699386503,FALSE,FALSE,2,1,5,9,0.5555555555555556,TRUE,7000624,725000,6275624,1.5,2,0,1.757134221177998,9,1,8,0.1111111111111111,705,7000624,1.0069516801738642e-4,FALSE,0.45122,99.4
2020,EDM,Oilers,W,P,71,37,25,9,83,225,217,8,0.584507,covid_shortened,2019,1933996.75,8700705,7,1,2,3,1,TRUE,FALSE,8700705,11775000,7,81500000,0,0.10675711656441718,FALSE,FALSE,1,3,3,11,0.2727272727272727,TRUE,8700705,1202926,7497779,1.2857142857142858,2,0,1.2729663860572218,11,4,7,0.3636363636363637,1500318,8700705,0.147075249217652,FALSE,0.481707,87.9
2020,FLA,Panthers,E,A,69,35,26,8,78,231,228,3,0.565217,covid_shortened,2019,1353898.15,8875917,8,0,1,3,2,FALSE,FALSE,8875917,18300000,8,81500000,0,0.10890695705521472,FALSE,FALSE,4,2,2,9,0.2222222222222222,TRUE,8875917,4452728,4423189,1.5,3,0,1.6450157206292038,9,1,8,0.1111111111111111,705,8875917,7.942210448974846e-5,FALSE,0.52439,61.5
2020,LAK,Kings,W,P,70,29,35,6,64,178,212,-34,0.457143,covid_shortened,2019,240423,1201410,3,1,1,1,0,TRUE,FALSE,1201410,2600000,3,81500000,0,0.01474122699386503,TRUE,FALSE,1,2,0,3,0,FALSE,1201410,952820,248590,1,1,0,1,3,0,3,0,0,1201410,0,FALSE,0.432927,10.9
2020,MIN,Wild,W,C,69,35,27,7,77,220,220,0,0.557971,covid_shortened,2019,1284073.7,3669487,5,2,2,1,0,TRUE,FALSE,3669487,13800000,5,81500000,0,0.04502438036809816,TRUE,FALSE,2,1,2,5,0.4,TRUE,3669487,3600705,68782,1.4,3,0,2.9984630004139543,5,0,5,0,0,3669487,0,FALSE,0.506098,58.4
2020,MTL,Canadiens,E,A,71,31,31,9,71,212,221,-9,0.5,covid_shortened,2019,612605.75,10750705,6,0,0,0,2,FALSE,FALSE,10750705,36950000,6,81500000,0,0.13191049079754602,FALSE,FALSE,2,1,3,6,0.5,TRUE,10750705,875000,9875705,2,4,0,3.3719374682869634,6,0,6,0,0,10750705,0,FALSE,0.585366,27.8
2020,NJD,Devils,E,M,69,28,29,12,68,189,230,-41,0.492754,covid_shortened,2019,1652798.25,5050911,4,2,2,0,0,TRUE,FALSE,5050911,11650000,4,81500000,0,0.06197436809815951,FALSE,FALSE,1,1,2,5,0.4,TRUE,5050911,1502115,3548796,1.25,2,0,1.772137937096892,5,1,4,0.2,106,5050911,2.0985872746023227e-5,FALSE,0.439024,75.1
2020,NSH,Predators,W,C,69,35,26,8,78,215,217,-2,0.565217,covid_shortened,2019,325516.9,6501828,9,1,3,0,1,TRUE,FALSE,6501828,17900000,9,81500000,0,0.07977703067484662,FALSE,FALSE,1,3,5,10,0.5,TRUE,6501828,7853525,-1351697,1.4444444444444444,2,0,1.46145668571977,10,1,9,0.1,3750000,6501828,0.365788423293875,FALSE,0.609756,14.8
2020,NYI,Islanders,E,M,68,35,23,10,80,192,193,-1,0.588235,covid_shortened,2019,145000,725000,1,0,0,1,0,FALSE,FALSE,725000,1450000,1,81500000,0,0.00889570552147239,TRUE,FALSE,0,0,1,4,0.25,TRUE,725000,3600811,-2875811,2,2,0,2,4,3,1,0.75,3000705,725000,0.8054059567249688,FALSE,0.628049,6.6
2020,NYR,Rangers,E,M,70,37,28,5,79,234,222,12,0.564286,covid_shortened,2019,928266,3513205,5,1,2,2,0,TRUE,FALSE,3513205,6575000,5,81500000,0,0.04310680981595092,TRUE,FALSE,2,1,2,5,0.4,TRUE,3513205,2251822,1261383,1.6,2,0,1.672462893568693,5,0,5,0,0,3513205,0,FALSE,0.47561,42.2
2020,OTT,Senators,E,A,71,25,34,12,62,191,243,-52,0.43662,covid_shortened,2019,213966.9,2826211,5,0,0,1,2,FALSE,FALSE,2826211,19250000,5,81500000,0,0.03467743558282209,TRUE,FALSE,1,1,3,6,0.5,TRUE,2826211,3401928,-575717,1.6,3,0,1.2568852785584657,6,1,5,0.16666666666666666,705,2826211,2.4938837942124916e-4,FALSE,0.390244,9.7
2020,PHI,Flyers,E,M,69,41,21,7,89,232,196,36,0.644928,covid_shortened,2019,252.75,1011,2,0,2,0,0,FALSE,FALSE,1011,3700000,2,81500000,0,1.2404907975460125e-5,TRUE,FALSE,0,0,2,2,1,TRUE,1011,4750705,-4749694,1,1,0,1,2,0,2,0,0,1011,0,FALSE,0.5,0
2020,PIT,Penguins,E,M,69,40,23,6,86,224,196,28,0.623188,covid_shortened,2019,313451.75,1254230,7,1,2,3,1,TRUE,FALSE,1254230,5450000,7,81500000,0,0.01538932515337423,TRUE,FALSE,0,3,4,7,0.5714285714285714,TRUE,1254230,1887521,-633291,1,1,0,1,7,0,7,0,0,1254230,0,FALSE,0.609756,14.2
2020,SJS,Sharks,W,P,70,29,36,5,63,182,226,-44,0.45,covid_shortened,2019,423,4230,6,0,1,0,1,FALSE,FALSE,4230,4200000,6,81500000,0,5.190184049079755e-5,TRUE,FALSE,0,2,4,7,0.5714285714285714,TRUE,4230,2920,1310,1,1,0,1,7,1,6,0.14285714285714285,925000,4230,0.995447843913778,FALSE,0.615854,0
2020,STL,Blues,W,C,71,42,19,10,94,225,193,32,0.661972,covid_shortened,2019,1625625.8,6503033,7,1,2,2,0,TRUE,FALSE,6503033,57600000,7,81500000,0,0.07979181595092025,FALSE,FALSE,2,1,4,7,0.5714285714285714,TRUE,6503033,8801410,-2298377,2,7,1,6.997217913548955,7,0,7,0,0,6503033,0,FALSE,0.603659,73.9
2020,TBL,Lightning,E,A,70,43,21,6,92,245,195,50,0.657143,covid_shortened,2019,246.74999999999997,705,1,1,0,0,0,TRUE,FALSE,705,700000,1,81500000,0,8.650306748466258e-6,TRUE,FALSE,0,1,0,4,0,FALSE,705,3900917,-3900212,1,1,0,1,4,3,1,0.75,1301710,705,0.999458697880476,FALSE,0.780488,0
2020,TOR,Maple Leafs,E,A,70,36,25,9,81,238,227,11,0.578571,covid_shortened,2019,404673,3729437,10,2,2,1,3,TRUE,FALSE,3729437,29250000,10,81500000,0,0.04575996319018405,TRUE,FALSE,5,1,4,10,0.4,TRUE,3729437,5003631,-1274194,1.4,4,0,1.1948063474460089,10,0,10,0,0,3729437,0,FALSE,0.609756,18.4
2020,VAN,Canucks,W,P,69,36,27,6,78,228,217,11,0.565217,covid_shortened,2019,1817661,5550805,3,1,1,1,0,TRUE,FALSE,5550805,10650000,3,81500000,0,0.06810803680981595,FALSE,FALSE,1,0,2,4,0.5,TRUE,5550805,15575705,-10024900,1.3333333333333333,2,0,1.7746624138300662,4,1,3,0.25,705,5550805,1.2699247592096565e-4,FALSE,0.493902,82.6
2020,VGK,Golden Knights,W,P,71,39,24,8,86,227,211,16,0.605634,covid_shortened,2019,2200070.5,8801410,3,0,1,0,0,FALSE,FALSE,8801410,63000000,3,81500000,0,0.10799276073619632,FALSE,FALSE,2,1,0,4,0,FALSE,8801410,3925000,4876410,3,7,1,6.999038790375633,4,1,3,0.25,1250000,8801410,0.12436066183749345,FALSE,0.567073,100
2020,WPG,Jets,W,C,71,37,28,6,80,216,203,13,0.56338,covid_shortened,2019,150379,755041,9,0,1,2,0,FALSE,FALSE,755041,6650000,9,81500000,0,0.00926430674846625,TRUE,FALSE,0,4,5,11,0.4545454545454546,TRUE,755041,5587500,-4832459,1,1,0,1,11,2,9,0.18181818181818185,1250805,755041,0.6235797763138347,FALSE,0.603659,6.8
2020,WSH,Capitals,E,M,69,41,20,8,90,240,215,25,0.652174,covid_shortened,2019,0,0,0,0,0,0,0,FALSE,FALSE,0,0,0,81500000,0,0,TRUE,FALSE,0,0,0,0,0,FALSE,3031916,6802115,-3770199,1.1666666666666667,2,0,1.000133908723065,6,0,6,0,0,3031916,0,FALSE,0.634146,0
2021,ANA,Ducks,W,WST,56,17,30,9,43,126,179,-53,0.383929,covid_bubble,2020,637500,3000000,4,0,2,1,1,FALSE,FALSE,3000000,3750000,4,81500000,0,0.03680981595092025,TRUE,FALSE,2,2,0,5,0,FALSE,3000000,4925000,-1925000,1.25,2,0,1.25,5,1,4,0.2,4500000,3000000,0.6,FALSE,0.471831,16.9
2021,ARI,Coyotes,W,WST,56,24,26,6,54,153,176,-23,0.482143,covid_bubble,2020,822500,6700000,8,1,0,1,2,TRUE,FALSE,6700000,7450000,8,81500000,0,0.08220858895705521,FALSE,FALSE,0,5,3,9,0.3333333333333333,TRUE,6700000,4625712,2074288,1.125,2,0,1.111940298507463,9,1,8,0.1111111111111111,750000,6700000,0.10067114093959732,FALSE,0.528571,21.8
2021,BOS,Bruins,E,EST,56,33,16,7,73,168,136,32,0.651786,covid_bubble,2020,1442753.6,16100812,10,2,2,1,1,TRUE,FALSE,16100812,58950000,10,81500000,0,0.1975559754601227,FALSE,TRUE,2,3,5,11,0.4545454545454546,TRUE,16100812,7001211,9099601,2,4,0,1.8603373544141748,11,1,10,0.09090909090909093,106,16100812,6.58347555089716e-6,FALSE,0.714286,38.3
2021,BUF,Sabres,E,EST,56,15,34,7,37,138,199,-61,0.330357,covid_bubble,2020,1710226.25,7050905,10,2,3,5,0,TRUE,FALSE,7050905,7950000,10,81500000,0,0.0865141717791411,FALSE,FALSE,3,5,2,12,0.16666666666666666,TRUE,7050905,4600912,2449993,1,1,0,1,12,2,10,0.16666666666666666,1500000,7050905,0.17542002864024334,FALSE,0.492754,45.4
2021,CAR,Hurricanes,E,CEN,56,36,12,8,80,179,136,43,0.714286,covid_bubble,2020,3770299.85,14751117,14,3,4,3,4,TRUE,FALSE,14751117,25050000,14,81500000,0,0.18099530061349697,FALSE,TRUE,1,5,8,15,0.5333333333333333,TRUE,14751117,15200906,-449789,1.1428571428571428,2,0,1.3050756088505029,15,1,14,0.06666666666666667,1800000,14751117,0.10875398923226752,FALSE,0.595588,100
2021,CBJ,Blue Jackets,E,CEN,56,18,26,12,48,137,187,-50,0.428571,covid_bubble,2020,800000,4000000,3,0,1,1,1,FALSE,FALSE,4000000,12250000,3,81500000,0,0.04907975460122699,TRUE,FALSE,0,1,2,3,0.6666666666666666,TRUE,4000000,3750206,249794,2.3333333333333335,4,0,3.0625,3,0,3,0,0,4000000,0,FALSE,0.578571,21.2
2021,CGY,Flames,W,NTH,56,26,27,3,55,156,161,-5,0.491071,covid_bubble,2020,2105362.25,9104025,10,1,3,1,2,TRUE,FALSE,9104025,37600000,10,81500000,0,0.1117058282208589,FALSE,FALSE,3,1,6,11,0.5454545454545454,TRUE,9104025,5750000,3354025,1.5,6,1,3.691117390385022,11,1,10,0.09090909090909093,750000,9104025,0.07611103077168974,FALSE,0.564286,55.8
2021,CHI,Blackhawks,E,CEN,56,24,25,7,55,161,186,-25,0.491071,covid_bubble,2020,146552.75,976211,3,0,2,0,1,FALSE,FALSE,976211,18750000,3,81500000,0,0.0119780490797546,TRUE,FALSE,0,1,2,3,0.6666666666666666,TRUE,976211,5800000,-4823789,2.3333333333333335,4,0,2.0000071705809503,3,0,3,0,0,976211,0,FALSE,0.514286,3.9
2021,COL,Avalanche,W,WST,56,39,13,4,82,197,133,64,0.732143,covid_bubble,2020,487733.7,2251117,6,0,3,2,1,FALSE,FALSE,2251117,6050000,6,81500000,0,0.02762106748466257,TRUE,FALSE,1,0,5,6,0.8333333333333334,TRUE,2251117,22751017,-20499900,1,1,0,1,6,0,6,0,0,2251117,0,FALSE,0.657143,12.9
2021,DAL,Stars,E,CEN,56,23,19,14,60,158,154,4,0.535714,covid_bubble,2020,2052572.1,12250206,9,1,4,0,1,TRUE,FALSE,12250206,32700000,9,81500000,0,0.15030927607361963,FALSE,TRUE,6,1,2,9,0.2222222222222222,TRUE,12250206,6101223,6148983,1.8888888888888888,4,0,2.5060971219586023,9,0,9,0,0,12250206,0,FALSE,0.594203,54.4
2021,DET,Red Wings,E,CEN,56,19,27,10,48,127,171,-44,0.428571,covid_bubble,2020,1740000,7775000,6,0,4,2,0,FALSE,FALSE,7775000,13125000,6,81500000,0,0.09539877300613496,FALSE,FALSE,4,0,2,7,0.2857142857142857,TRUE,7775000,8250106,-475106,1.5,2,0,1.6881028938906752,7,1,6,0.14285714285714285,805,7775000,1.0352625869604496e-4,FALSE,0.274648,46.2
2021,EDM,Oilers,W,NTH,56,35,19,2,72,183,154,29,0.642857,covid_bubble,2020,2168750,23875000,8,0,1,1,1,FALSE,FALSE,23875000,133875000,8,81500000,0,0.2929447852760736,FALSE,TRUE,4,1,3,9,0.3333333333333333,TRUE,23875000,6228121,17646879,3.75,7,3,5.607329842931938,9,1,8,0.1111111111111111,925000,23875000,0.03729838709677419,FALSE,0.584507,57.5
2021,FLA,Panthers,E,CEN,56,37,14,5,79,189,153,36,0.705357,covid_bubble,2020,675000,2250000,3,2,0,1,0,TRUE,FALSE,2250000,3000000,3,81500000,0,0.02760736196319018,TRUE,FALSE,3,0,0,3,0,FALSE,2250000,11013405,-8763405,1.3333333333333333,2,0,1.3333333333333333,3,0,3,0,0,2250000,0,FALSE,0.565217,17.9
2021,LAK,Kings,W,WST,56,21,28,7,49,143,170,-27,0.4375,covid_bubble,2020,2125000,9750000,3,0,1,2,0,FALSE,FALSE,9750000,37250000,3,81500000,0,0.1196319018404908,FALSE,FALSE,0,2,1,3,0.3333333333333333,TRUE,9750000,2250000,7500000,2.6666666666666665,6,1,3.8205128205128207,3,0,3,0,0,9750000,0,FALSE,0.457143,56.4
2021,MIN,Wild,W,WST,56,35,16,5,75,181,160,21,0.669643,covid_bubble,2020,1540352.75,6551411,8,0,6,2,0,FALSE,FALSE,6551411,16650000,8,81500000,0,0.08038541104294479,FALSE,FALSE,1,3,4,8,0.5,TRUE,6551411,16101610,-9550199,1.375,2,0,1.6410832719852255,8,0,8,0,0,6551411,0,FALSE,0.557971,40.9
2021,MTL,Canadiens,W,NTH,56,24,21,11,59,159,168,-9,0.526786,covid_bubble,2020,1947500,16850000,8,0,2,2,0,FALSE,FALSE,16850000,45350000,8,81500000,0,0.2067484662576687,FALSE,TRUE,1,0,7,8,0.875,TRUE,16850000,16100911,749089,1.875,4,0,2.691394658753709,8,0,8,0,0,16850000,0,FALSE,0.5,51.7
2021,NJD,Devils,E,EST,56,19,30,7,45,145,194,-49,0.401786,covid_bubble,2020,750347.25,10501711,6,0,1,2,1,FALSE,FALSE,10501711,84050000,6,81500000,0,0.12885534969325155,FALSE,FALSE,0,1,5,6,0.8333333333333334,TRUE,10501711,2250206,8251505,2.5,7,1,1.9289377702357264,6,0,6,0,0,10501711,0,FALSE,0.492754,19.9
2021,NSH,Predators,E,CEN,56,31,23,2,64,156,154,2,0.571429,covid_bubble,2020,737500,2750000,3,1,1,0,1,TRUE,FALSE,2750000,3500000,3,81500000,0,0.03374233128834356,TRUE,FALSE,0,1,2,4,0.5,TRUE,2750000,10150805,-7400805,1.3333333333333333,2,0,1.2727272727272727,4,1,3,0.25,506,2750000,1.8396615022835797e-4,FALSE,0.565217,19.6
2021,NYI,Islanders,E,EST,56,32,17,7,71,156,128,28,0.633929,covid_bubble,2020,225000,1500000,2,0,0,0,2,FALSE,FALSE,1500000,1500000,2,81500000,0,0.01840490797546012,TRUE,FALSE,1,1,0,5,0,FALSE,1500000,0,1500000,1,1,0,1,5,3,2,0.6,2250000,1500000,0.6,FALSE,0.588235,6
2021,NYR,Rangers,E,EST,56,27,23,6,60,177,157,20,0.535714,covid_bubble,2020,775226.25,3250905,3,0,2,1,0,FALSE,FALSE,3250905,10050000,3,81500000,0,0.03988840490797546,TRUE,FALSE,2,1,0,3,0,FALSE,3250905,3000911,249994,2,3,0,2.538311639374266,3,0,3,0,0,3250905,0,FALSE,0.564286,20.6
2021,OTT,Senators,W,NTH,56,23,28,5,51,157,190,-33,0.455357,covid_bubble,2020,337687.25,2252921,7,0,1,0,3,FALSE,FALSE,2252921,8950000,7,81500000,0,0.02764320245398773,TRUE,FALSE,4,1,2,7,0.2857142857142857,TRUE,2252921,4300000,-2047079,1.1428571428571428,2,0,1.0000914368502047,7,0,7,0,0,2252921,0,FALSE,0.43662,9
2021,PHI,Flyers,E,EST,56,25,23,8,58,163,201,-38,0.517857,covid_bubble,2020,353120.35,1577721,6,1,2,3,0,TRUE,FALSE,1577721,6075000,6,81500000,0,0.01935853987730061,TRUE,FALSE,0,3,3,6,0.5,TRUE,1577721,1500905,76816,1,1,0,1,6,0,6,0,0,1577721,0,FALSE,0.644928,9.4
2021,PIT,Penguins,E,EST,56,37,16,3,77,196,156,40,0.6875,covid_bubble,2020,1382500,6850000,6,1,1,3,1,TRUE,FALSE,6850000,15100000,6,81500000,0,0.08404907975460123,FALSE,FALSE,0,2,4,7,0.5714285714285714,TRUE,6850000,8950000,-2100000,1.5,4,0,2.204379562043796,7,1,6,0.14285714285714285,106,6850000,1.547421309976809e-5,FALSE,0.623188,36.7
2021,SJS,Sharks,W,WST,56,21,28,7,49,151,199,-48,0.4375,covid_bubble,2020,1310015.9,5050318,6,1,0,1,1,TRUE,FALSE,5050318,12350000,6,81500000,0,0.06196709202453988,FALSE,FALSE,0,1,5,7,0.7142857142857143,TRUE,5050318,4375206,675112,1.3333333333333333,2,0,1.8514315336182792,7,1,6,0.14285714285714285,750000,5050318,0.1293032554422016,FALSE,0.45,34.7
2021,STL,Blues,W,WST,56,27,20,9,63,169,170,-1,0.5625,covid_bubble,2020,900000,12000000,6,0,2,0,0,FALSE,FALSE,12000000,48000000,6,81500000,0,0.147239263803681,FALSE,FALSE,0,3,3,7,0.42857142857142855,TRUE,12000000,16000000,-4000000,2.3333333333333335,5,2,4,7,1,6,0.14285714285714285,750000,12000000,0.0588235294117647,FALSE,0.661972,23.9
2021,TBL,Lightning,E,CEN,56,36,17,3,75,181,147,34,0.669643,covid_bubble,2020,812843.25,3101223,8,2,2,1,1,TRUE,FALSE,3101223,11700000,8,81500000,0,0.03805181595092025,TRUE,FALSE,3,3,2,8,0.25,TRUE,3101223,12250000,-9148777,1.625,3,0,1.548273374729905,8,0,8,0,0,3101223,0,FALSE,0.657143,21.6
2021,TOR,Maple Leafs,W,NTH,56,35,14,7,77,187,148,39,0.6875,covid_bubble,2020,3085000,13750000,10,1,2,2,5,TRUE,FALSE,13750000,26300000,10,81500000,0,0.1687116564417178,FALSE,TRUE,1,3,6,10,0.6,TRUE,13750000,38200000,-24450000,1.5,3,0,1.9127272727272728,10,0,10,0,0,13750000,0,FALSE,0.578571,81.8
2021,VAN,Canucks,W,NTH,56,23,29,4,50,151,188,-37,0.446429,covid_bubble,2020,2003433.35,9363611,12,1,5,3,3,TRUE,FALSE,9363611,23775000,12,81500000,0,0.11489093251533744,FALSE,FALSE,3,0,9,15,0.6,TRUE,9363611,6501011,2862600,1.5833333333333333,4,0,2.1333768564285722,15,3,12,0.2,1500306,9363611,0.13809991368674854,FALSE,0.565217,53.1
2021,VGK,Golden Knights,W,WST,56,40,14,2,82,191,124,67,0.732143,covid_bubble,2020,1353750,5025000,4,1,1,1,1,TRUE,FALSE,5025000,8550000,4,81500000,0,0.06165644171779141,FALSE,FALSE,0,3,1,7,0.14285714285714285,TRUE,5025000,3750805,1274195,1.5,2,0,1.7014925373134329,7,3,4,0.42857142857142855,1500206,5025000,0.2299093699110802,FALSE,0.605634,35.9
2021,WPG,Jets,W,NTH,56,30,23,3,63,170,154,16,0.5625,covid_bubble,2020,862500,5250000,7,1,0,2,2,TRUE,FALSE,5250000,6000000,7,81500000,0,0.06441717791411043,FALSE,FALSE,2,1,4,7,0.5714285714285714,TRUE,5250000,5779431,-529431,1.1428571428571428,2,0,1.1428571428571428,7,0,7,0,0,5250000,0,FALSE,0.56338,22.9
2021,WSH,Capitals,E,EST,56,36,15,5,77,191,163,28,0.6875,covid_bubble,2020,0,0,0,0,0,0,0,FALSE,FALSE,0,0,0,81500000,0,0,TRUE,FALSE,0,0,0,0,0,FALSE,2250000,1850000,400000,1.3333333333333333,2,0,1.3333333333333333,3,0,3,0,0,2250000,0,FALSE,0.652174,0
2022,ANA,Ducks,W,P,82,31,37,14,76,232,271,-39,0.463415,standard,2021,1560852.1,12689218,12,0,5,2,1,FALSE,FALSE,12689218,86575000,12,82500000,1000000,0.15380870303030303,FALSE,TRUE,3,1,8,12,0.6666666666666666,TRUE,12689218,6915630,5773588,2.25,5,2,2.3311732842796142,12,0,12,0,0,12689218,0,FALSE,0.383929,37.1
2022,ARI,Coyotes,W,C,82,25,50,7,57,207,313,-106,0.347561,standard,2021,1043931,4025905,5,1,2,2,0,TRUE,FALSE,4025905,6200000,5,82500000,1000000,0.04879884848484849,TRUE,FALSE,1,1,3,5,0.6,TRUE,4025905,4512606,-486701,1.2,2,0,1.3166989782421592,5,0,5,0,0,4025905,0,FALSE,0.482143,24.8
2022,BOS,Bruins,E,A,82,51,26,5,107,255,220,35,0.652439,standard,2021,717526.5,3025106,5,1,2,1,1,TRUE,FALSE,3025106,5550000,5,82500000,1000000,0.03666795151515151,TRUE,FALSE,1,2,2,7,0.2857142857142857,TRUE,3025106,5050212,-2025106,1.4,2,0,1.5041145665639486,7,2,5,0.2857142857142857,612,3025106,2.0226604065547415e-4,FALSE,0.651786,17.1
2022,BUF,Sabres,E,A,82,32,39,11,75,232,290,-58,0.457317,standard,2021,1460201.25,5500805,4,1,2,0,1,TRUE,FALSE,5500805,10850000,4,82500000,1000000,0.06667642424242425,FALSE,FALSE,2,0,3,6,0.5,TRUE,5500805,8000000,-2499195,1.5,2,0,1.8271516623476016,5,1,4,0.2,750000,5500805,0.11998454599047642,FALSE,0.330357,34.7
2022,CAR,Hurricanes,E,M,82,54,20,8,116,278,202,76,0.707317,standard,2021,1375000,7600000,8,1,2,1,2,TRUE,FALSE,7600000,7600000,8,82500000,1000000,0.09212121212121212,FALSE,FALSE,0,2,6,9,0.6666666666666666,TRUE,7600000,16126324,-8526324,1,1,0,1,9,1,8,0.1111111111111111,750000,7600000,0.08982035928143713,FALSE,0.714286,32.7
2022,CBJ,Blue Jackets,E,M,82,37,38,7,81,262,300,-38,0.493902,standard,2021,1612601.5,10500406,3,0,1,1,1,FALSE,FALSE,10500406,85000000,3,82500000,1000000,0.1272776484848485,FALSE,FALSE,1,0,2,3,0.6666666666666666,TRUE,10500406,3000000,7500406,4,7,1,6.571329146701566,3,0,3,0,0,10500406,0,FALSE,0.428571,38.4
2022,CGY,Flames,W,P,82,50,21,11,111,293,208,85,0.676829,standard,2021,750766.2,3563206,5,0,1,4,0,FALSE,FALSE,3563206,54625000,5,82500000,1000000,0.04319037575757575,TRUE,FALSE,1,2,2,12,0.16666666666666666,TRUE,3563206,16387906,-12824700,2.6,7,1,1.5800214750424195,12,7,5,0.5833333333333334,6014915,3563206,0.6279848625842167,FALSE,0.491071,17.9
2022,CHI,Blackhawks,W,C,82,28,42,12,68,219,291,-72,0.414634,standard,2021,1265091.8,5900918,10,1,1,4,2,TRUE,FALSE,5900918,16100000,10,82500000,1000000,0.07152627878787879,FALSE,FALSE,2,4,4,10,0.4,TRUE,5900918,10600805,-4699887,1.1,2,0,1.2033581893529108,10,0,10,0,0,5900918,0,FALSE,0.491071,30.1
2022,COL,Avalanche,W,C,82,56,19,7,119,312,234,78,0.72561,standard,2021,867530.9,5275206,8,1,1,0,4,TRUE,FALSE,5275206,8800000,8,82500000,1000000,0.06394189090909091,FALSE,FALSE,2,1,5,8,0.625,TRUE,5275206,21738518,-16463312,1.25,2,0,1.2890882365541745,8,0,8,0,0,5275206,0,FALSE,0.732143,20.6
2022,DAL,Stars,W,C,82,46,30,6,98,238,246,-8,0.597561,standard,2021,1437500,7850000,4,0,2,0,2,FALSE,FALSE,7850000,23200000,4,82500000,1000000,0.09515151515151515,FALSE,FALSE,0,0,4,4,1,TRUE,7850000,5000706,2849294,2,4,0,2.9554140127388533,4,0,4,0,0,7850000,0,FALSE,0.535714,34.2
2022,DET,Red Wings,E,A,82,32,40,10,74,230,312,-82,0.45122,standard,2021,4202701.25,26988305,10,0,4,2,2,FALSE,FALSE,26988305,77300000,10,82500000,1000000,0.3271309696969697,FALSE,TRUE,3,2,5,10,0.5,TRUE,26988305,8037500,18950805,2.1,5,1,2.834590945967151,10,0,10,0,0,26988305,0,FALSE,0.428571,100
2022,EDM,Oilers,W,P,82,49,27,6,104,290,252,38,0.634146,standard,2021,817052.1,3513006,5,2,1,1,1,TRUE,FALSE,3513006,29275000,5,82500000,1000000,0.04258189090909091,TRUE,FALSE,2,1,2,6,0.3333333333333333,TRUE,3513006,1513405,1999601,2,5,1,1.2176267276514756,6,1,5,0.16666666666666666,2750000,3513006,0.4390862790168172,FALSE,0.642857,19.4
