season_year,teamTriCode,teamCommonName,conferenceAbbrev,divisionAbbrev,gamesPlayed,wins,losses,otLosses,points,goalFor,goalAgainst,goalDifferential,points_percentage,season_type,prior_season_year,total_mis,total_aav_spent,signing_count,signing_count_tier1,signing_count_tier2,signing_count_tier3,signing_count_tier4,has_goalie_signing,offseason_data_pending,total_aav_committed,total_contract_value,signing_count_cap,cap_ceiling,cap_ceiling_change,cap_spending_pct,near_cap_floor,heavy_spender,count_within_division,count_cross_division,count_cross_conference,total_signing_count,pct_cross_conference,any_cross_conference,net_total_aav_committed,total_aav_lost,net_aav,mean_contract_years,max_contract_years,count_long_term,weighted_avg_years,total_ufa_decisions,count_re_signed,count_new_signings,pct_retained,aav_retained,aav_new,pct_aav_retained,no_ufa_activity,prior_season_points_pct,mis_index
2022,FLA,Panthers,E,A,82,58,18,6,122,340,246,94,0.743902,standard,2021,1700000,8650000,10,2,3,2,1,TRUE,FALSE,8650000,10850000,10,82500000,1000000,0.10484848484848484,FALSE,FALSE,4,2,4,11,0.3636363636363637,TRUE,8650000,26501610,-17851610,1.2,2,0,1.254335260115607,11,1,10,0.09090909090909093,750000,8650000,0.0797872340425532,FALSE,0.705357,40.5
2022,LAK,Kings,W,P,82,44,27,11,99,239,236,3,0.603659,standard,2021,288750,825000,1,1,0,0,0,TRUE,FALSE,825000,825000,1,82500000,1000000,0.01,TRUE,FALSE,0,0,1,2,0.5,TRUE,825000,5750306,-4925306,1,1,0,1,2,1,1,0.5,1350000,825000,0.6206896551724138,FALSE,0.4375,6.9
2022,MIN,Wild,W,C,82,53,22,7,113,310,253,57,0.689024,standard,2021,657500,3100000,4,0,1,3,0,FALSE,FALSE,3100000,4625000,4,82500000,1000000,0.03757575757575757,TRUE,FALSE,0,3,1,5,0.2,TRUE,3100000,2500905,599095,1.5,2,0,1.4919354838709675,5,1,4,0.2,750000,3100000,0.1948051948051948,FALSE,0.669643,15.6
2022,MTL,Canadiens,E,A,82,22,49,11,55,221,319,-98,0.335366,standard,2021,487500,2250000,3,0,1,2,0,FALSE,FALSE,2250000,2250000,3,82500000,1000000,0.02727272727272727,TRUE,FALSE,2,0,1,4,0.25,TRUE,2250000,2250000,0,1,1,0,1,4,1,3,0.25,1100000,2250000,0.3283582089552239,FALSE,0.526786,11.6
2022,NJD,Devils,E,M,82,27,46,9,63,248,307,-59,0.384146,standard,2021,775090.9,3550606,5,0,2,1,2,FALSE,FALSE,3550606,34650000,5,82500000,1000000,0.04303764848484848,TRUE,FALSE,2,1,2,6,0.3333333333333333,TRUE,3550606,3037500,513106,2,5,1,1.310488970051873,6,1,5,0.16666666666666666,750000,3550606,0.17439402726034425,FALSE,0.401786,18.4
2022,NSH,Predators,W,C,82,45,30,7,97,266,252,14,0.591463,standard,2021,1359435.9,5287906,7,1,3,1,2,TRUE,FALSE,5287906,15575000,7,82500000,1000000,0.0640958303030303,FALSE,FALSE,4,1,2,7,0.2857142857142857,TRUE,5287906,3700905,1587001,1.5714285714285714,2,0,1.432667676013908,7,0,7,0,0,5287906,0,FALSE,0.571429,32.3
2022,NYI,Islanders,E,M,82,37,35,10,84,231,237,-6,0.512195,standard,2021,303125,1512500,2,0,1,0,1,FALSE,FALSE,1512500,2275000,2,82500000,1000000,0.01833333333333333,TRUE,FALSE,0,0,2,3,0.6666666666666666,TRUE,1512500,762500,750000,1.5,2,0,1.5041322314049588,3,1,2,0.3333333333333333,750000,1512500,0.3314917127071823,FALSE,0.633929,7.2
2022,NYR,Rangers,E,M,82,52,24,6,110,254,207,47,0.670732,standard,2021,1969375,16562500,8,2,2,0,2,TRUE,FALSE,16562500,85575000,8,82500000,1000000,0.20075757575757577,FALSE,TRUE,4,1,3,8,0.375,TRUE,16562500,17076118,-513618,2.75,7,2,5.1667924528301885,8,0,8,0,0,16562500,0,FALSE,0.535714,46.9
2022,OTT,Senators,E,A,82,33,42,7,73,227,266,-39,0.445122,standard,2021,1970000,18100000,8,2,2,2,0,TRUE,FALSE,18100000,44100000,8,82500000,1000000,0.2193939393939394,FALSE,TRUE,3,1,4,9,0.4444444444444444,TRUE,18100000,5725000,12375000,1.5,3,0,2.43646408839779,9,1,8,0.1111111111111111,750000,18100000,0.03978779840848806,FALSE,0.455357,46.9
2022,PHI,Flyers,E,M,82,25,46,11,61,211,298,-87,0.371951,standard,2021,830026.5,4025106,5,1,1,2,1,TRUE,FALSE,4025106,11800000,5,82500000,1000000,0.04878916363636364,TRUE,FALSE,1,1,3,6,0.5,TRUE,4025106,2500206,1524900,2,4,0,2.6831854862952675,6,1,5,0.16666666666666666,762500,4025106,0.15926540320987148,FALSE,0.517857,19.7
2022,PIT,Penguins,E,M,82,46,25,11,103,272,229,43,0.628049,standard,2021,1033885.75,5025905,5,1,1,0,1,TRUE,FALSE,5025905,11425000,5,82500000,1000000,0.06092006060606061,FALSE,FALSE,0,4,1,6,0.16666666666666666,TRUE,5025905,2350206,2675699,1.4,3,0,2.094330274846022,6,1,5,0.16666666666666666,106,5025905,2.1090284123930488e-5,FALSE,0.6875,24.6
2022,SEA,Kraken,W,P,82,27,49,6,60,216,285,-69,0.365854,standard,2021,1867648.6,17025512,12,2,3,3,2,TRUE,FALSE,17025512,70550000,12,82500000,1000000,0.2063698424242424,FALSE,TRUE,1,3,8,14,0.5714285714285714,TRUE,17025512,3975000,13050512,1.9166666666666667,5,2,3.673946369424896,14,2,12,0.14285714285714285,1950000,17025512,0.10276402555040412,FALSE,0.5561636129032258,44.4
2022,SJS,Sharks,W,P,82,32,37,13,77,214,264,-50,0.469512,standard,2021,1780041.2,8575206,9,1,3,2,3,TRUE,FALSE,8575206,17850000,9,82500000,1000000,0.10394189090909092,FALSE,FALSE,1,3,5,9,0.5555555555555556,TRUE,8575206,5450000,3125206,1.4444444444444444,3,0,1.3819630688755469,9,0,9,0,0,8575206,0,FALSE,0.4375,42.4
2022,STL,Blues,W,C,82,49,22,11,109,311,242,69,0.664634,standard,2021,1325000,6250000,7,1,0,3,3,TRUE,FALSE,6250000,6250000,7,82500000,1000000,0.07575757575757576,FALSE,FALSE,0,2,5,8,0.625,TRUE,6250000,12175000,-5925000,1,1,0,1,8,1,7,0.125,406,6250000,6.49557804725005e-5,FALSE,0.5625,31.5
2022,TBL,Lightning,E,A,82,51,23,8,110,287,233,54,0.670732,standard,2021,628201.5,6512806,5,0,3,0,0,FALSE,FALSE,6512806,10275000,5,82500000,1000000,0.07894310303030302,FALSE,FALSE,0,1,4,5,0.8,TRUE,6512806,4250606,2262200,1.2,2,0,1.1170770325417338,5,0,5,0,0,6512806,0,FALSE,0.669643,14.9
2022,TOR,Maple Leafs,E,A,82,54,21,7,115,315,253,62,0.70122,standard,2021,1743141.9,6990736,7,1,2,3,1,TRUE,FALSE,6990736,14290630,7,82500000,1000000,0.08473619393939394,FALSE,FALSE,2,1,4,7,0.5714285714285714,TRUE,6990736,12450506,-5459770,1.4285714285714286,4,0,1.9011926641200585,7,0,7,0,0,6990736,0,FALSE,0.6875,41.5
2022,VAN,Canucks,W,P,82,40,30,12,92,249,236,13,0.560976,standard,2021,1515010.6,7825212,7,1,2,1,1,TRUE,FALSE,7825212,28900000,7,82500000,1000000,0.09485105454545456,FALSE,FALSE,1,3,3,8,0.375,TRUE,7825212,6837500,987712,2.142857142857143,4,0,2.926519562664884,8,1,7,0.125,750000,7825212,0.08746139454044985,FALSE,0.446429,36
2022,VGK,Golden Knights,W,P,82,43,31,8,94,266,248,18,0.573171,standard,2021,754375,3775000,4,1,0,1,2,TRUE,FALSE,3775000,5300000,4,82500000,1000000,0.04575757575757576,TRUE,FALSE,2,1,1,7,0.14285714285714285,TRUE,3775000,3500000,275000,1.5,2,0,1.403973509933775,7,3,4,0.42857142857142855,1501012,3775000,0.28449745754937633,FALSE,0.732143,17.9
2022,WPG,Jets,W,C,82,39,32,11,89,252,257,-5,0.542683,standard,2021,603441.75,3763405,6,1,2,1,0,TRUE,FALSE,3763405,5425000,6,82500000,1000000,0.0456170303030303,TRUE,FALSE,2,1,3,6,0.5,TRUE,3763405,6337500,-2574095,1.1666666666666667,2,0,1.202609073432171,6,0,6,0,0,3763405,0,FALSE,0.5625,14.4
2022,WSH,Capitals,E,M,82,44,26,12,100,275,245,30,0.609756,standard,2021,0,0,0,0,0,0,0,FALSE,FALSE,0,0,0,82500000,1000000,0,TRUE,FALSE,0,0,0,0,0,FALSE,12100805,4125306,7975499,1.8571428571428572,5,1,2.9172278207937405,11,4,7,0.3636363636363637,4050000,12100805,0.2507614945508908,FALSE,0.6875,0
2023,ANA,Ducks,W,P,82,23,47,12,58,209,338,-129,0.353659,standard,2022,1012883.25,14051211,6,1,3,0,0,TRUE,FALSE,14051211,64350000,6,83500000,1000000,0.1682779760479042,FALSE,TRUE,0,1,5,6,0.8333333333333334,TRUE,14051211,4475000,9576211,2.3333333333333335,4,0,3.668866904069692,6,0,6,0,0,14051211,0,FALSE,0.463415,21.7
2023,ARI,Coyotes,W,C,82,28,40,14,70,228,299,-71,0.426829,standard,2022,3520322,25076610,13,1,3,3,2,TRUE,FALSE,25076610,32275000,13,83500000,1000000,0.30031868263473055,FALSE,TRUE,5,5,3,13,0.2307692307692308,TRUE,25076610,2675000,22401610,1.1538461538461535,2,0,1.223315671456389,13,0,13,0,0,25076610,0,FALSE,0.347561,75.5
2023,BOS,Bruins,E,A,82,65,12,5,135,305,177,128,0.823171,standard,2022,1146427.85,5651117,9,0,2,4,3,FALSE,FALSE,5651117,12250000,9,83500000,1000000,0.06767804790419162,FALSE,FALSE,2,4,3,9,0.3333333333333333,TRUE,5651117,22833545,-17182428,1.2222222222222223,2,0,1.000178902684195,9,0,9,0,0,5651117,0,FALSE,0.652439,24.6
2023,BUF,Sabres,E,A,82,42,33,7,91,296,300,-4,0.554878,standard,2022,2343333.25,8908333,5,2,2,1,0,TRUE,FALSE,8908333,15575000,5,83500000,1000000,0.10668662275449102,FALSE,FALSE,1,2,2,5,0.4,TRUE,8908333,1550000,7358333,1.4,3,0,1.7483629091997346,5,0,5,0,0,8908333,0,FALSE,0.457317,50.3
2023,CAR,Hurricanes,E,M,82,52,21,9,113,266,213,53,0.689024,standard,2022,2550120.75,10200805,4,0,3,0,1,FALSE,FALSE,10200805,18750000,4,83500000,1000000,0.12216532934131737,FALSE,FALSE,2,1,1,8,0.125,TRUE,10200805,8001211,2199594,1.25,2,0,1.7597439613834398,8,4,4,0.5,9700000,10200805,0.48741746879083536,FALSE,0.707317,54.7
2023,CBJ,Blue Jackets,E,M,82,25,48,9,59,214,330,-116,0.359756,standard,2022,0,0,0,0,0,0,0,FALSE,FALSE,0,0,0,83500000,1000000,0,TRUE,FALSE,0,0,0,0,0,FALSE,0,3100000,-3100000,0,0,0,0,0,0,0,NA,0,0,NA,TRUE,0.493902,0
2023,CGY,Flames,W,P,82,38,27,17,93,260,252,8,0.567073,standard,2022,618750,2475000,3,0,3,0,0,FALSE,FALSE,2475000,2475000,3,83500000,1000000,0.02964071856287425,TRUE,FALSE,0,1,2,6,0.3333333333333333,TRUE,2475000,5700000,-3225000,1,1,0,1,6,3,3,0.5,2325000,2475000,0.484375,FALSE,0.676829,13.3
2023,CHI,Blackhawks,W,C,82,26,49,7,59,204,301,-97,0.359756,standard,2022,41.2,206,1,0,0,1,0,FALSE,FALSE,206,4000000,1,83500000,1000000,2.467065868263473e-6,TRUE,FALSE,0,1,0,1,0,FALSE,206,2325911,-2325705,2,2,0,2,1,0,1,0,0,206,0,FALSE,0.414634,0
2023,COL,Avalanche,W,C,82,51,24,7,109,280,226,54,0.664634,standard,2022,1818750,11800000,11,1,2,1,5,TRUE,FALSE,11800000,25075000,11,83500000,1000000,0.14131736526946106,FALSE,FALSE,3,0,8,16,0.5,TRUE,11800000,18027116,-6227116,1.5454545454545454,6,1,2.125,16,5,11,0.3125,4025000,11800000,0.25434439178515006,FALSE,0.72561,39
2023,DAL,Stars,W,C,82,47,21,14,108,285,218,67,0.658537,standard,2022,363791.2,1625824,6,0,1,1,0,FALSE,FALSE,1625824,9625000,6,83500000,1000000,0.01947094610778443,TRUE,FALSE,3,0,3,7,0.42857142857142855,TRUE,1625824,5428027,-3802203,1,1,0,1,7,1,6,0.14285714285714285,787500,1625824,0.326313416681722,FALSE,0.597561,7.8
2023,DET,Red Wings,E,A,82,35,37,10,80,240,279,-39,0.487805,standard,2022,4662847.65,23851111,13,3,3,3,2,TRUE,FALSE,23851111,55625000,13,83500000,1000000,0.2856420479041916,FALSE,TRUE,3,5,5,13,0.38461538461538464,TRUE,23851111,10510000,13341111,1.6153846153846154,5,1,2.1729392815286466,13,0,13,0,0,23851111,0,FALSE,0.45122,100
2023,EDM,Oilers,W,P,82,50,23,9,109,325,260,65,0.664634,standard,2022,736310.9,6200406,9,0,1,1,3,FALSE,FALSE,6200406,13300000,9,83500000,1000000,0.07425635928143713,FALSE,FALSE,0,4,5,9,0.5555555555555556,TRUE,6200406,3650000,2550406,1.4444444444444444,2,0,1.4999672602084444,9,0,9,0,0,6200406,0,FALSE,0.634146,15.8
2023,FLA,Panthers,E,A,82,42,32,8,92,290,273,17,0.560976,standard,2022,2391620.1,9760624,12,2,4,3,3,TRUE,FALSE,9760624,30535000,12,83500000,1000000,0.1168937005988024,FALSE,FALSE,1,3,8,14,0.5714285714285714,TRUE,9760624,1877116,7883508,1.5,4,0,1.591757043402143,14,2,12,0.14285714285714285,1550000,9760624,0.13703930039580486,FALSE,0.743902,51.3
2023,LAK,Kings,W,P,82,47,25,10,104,280,257,23,0.634146,standard,2022,732799.85,4751117,9,2,3,0,1,TRUE,FALSE,4751117,9550000,9,83500000,1000000,0.05689960479041916,FALSE,FALSE,3,5,1,9,0.1111111111111111,TRUE,4751117,1550406,3200711,1.1111111111111112,2,0,1.0000223105429733,9,0,9,0,0,4751117,0,FALSE,0.603659,15.7
2023,MIN,Wild,W,C,82,46,25,11,103,246,225,21,0.628049,standard,2022,426250,2325000,3,0,0,2,1,FALSE,FALSE,2325000,3100000,3,83500000,1000000,0.02784431137724551,TRUE,FALSE,1,0,2,4,0.5,TRUE,2325000,22130000,-19805000,1.3333333333333333,2,0,1.3333333333333333,4,1,3,0.25,775000,2325000,0.25,FALSE,0.689024,9.1
2023,MTL,Canadiens,E,A,82,31,45,6,68,232,307,-75,0.414634,standard,2022,348750,1550000,2,0,1,1,0,FALSE,FALSE,1550000,1550000,2,83500000,1000000,0.018562874251497,TRUE,FALSE,0,0,2,3,0.6666666666666666,TRUE,1550000,4775000,-3225000,1,1,0,1,3,1,2,0.3333333333333333,775000,1550000,0.3333333333333333,FALSE,0.335366,7.5
2023,NJD,Devils,E,M,82,52,22,8,112,291,226,65,0.682927,standard,2022,1007717.15,3875911,7,2,1,3,1,TRUE,FALSE,3875911,6450000,7,83500000,1000000,0.04641809580838323,TRUE,FALSE,1,3,3,9,0.3333333333333333,TRUE,3875911,12325000,-8449089,1.1428571428571428,2,0,1.1999529916966618,9,2,7,0.2222222222222222,2750000,3875911,0.4150372680828342,FALSE,0.384146,21.6
2023,NSH,Predators,W,C,82,42,32,8,92,229,238,-9,0.560976,standard,2022,2619000,19205000,8,1,1,2,1,TRUE,FALSE,19205000,47760000,8,83500000,1000000,0.23,FALSE,TRUE,3,0,5,11,0.4545454545454546,TRUE,19205000,3877222,15327778,2,4,0,2.4868523821921373,11,3,8,0.2727272727272727,5775000,19205000,0.2311849479583667,FALSE,0.591463,56.2
2023,NYI,Islanders,E,M,82,42,31,9,93,243,222,21,0.567073,standard,2022,389375,2337500,3,0,0,1,2,FALSE,FALSE,2337500,3125000,3,83500000,1000000,0.0279940119760479,TRUE,FALSE,1,1,1,6,0.16666666666666666,TRUE,2337500,1600000,737500,1.3333333333333333,2,0,1.3368983957219251,6,3,3,0.5,6250306,2337500,0.7278117367811988,FALSE,0.512195,8.4
2023,NYR,Rangers,E,M,82,47,22,13,107,277,219,58,0.652439,standard,2022,828406.75,3939110,7,0,3,1,3,FALSE,FALSE,3939110,6312500,7,83500000,1000000,0.04717497005988023,TRUE,FALSE,1,3,3,7,0.42857142857142855,TRUE,3939110,11101311,-7162201,1.1428571428571428,2,0,1.1967449500013962,7,0,7,0,0,3939110,0,FALSE,0.670732,17.8
2023,OTT,Senators,E,A,82,39,35,8,86,261,271,-10,0.52439,standard,2022,426468,2325912,5,1,0,2,2,TRUE,FALSE,2325912,27325000,5,83500000,1000000,0.02785523353293413,TRUE,FALSE,0,2,3,8,0.375,TRUE,2325912,3890176,-1564264,1.8,5,1,1.0006982207409394,8,3,5,0.375,2650000,2325912,0.5325656884607284,FALSE,0.445122,9.1
2023,PHI,Flyers,E,M,82,31,38,13,75,222,277,-55,0.457317,standard,2022,1260000,6425000,5,0,2,2,1,FALSE,FALSE,6425000,9575000,5,83500000,1000000,0.07694610778443113,FALSE,FALSE,1,3,1,5,0.2,TRUE,6425000,3225911,3199089,1.4,2,0,1.490272373540856,5,0,5,0,0,6425000,0,FALSE,0.371951,27
2023,PIT,Penguins,E,M,82,40,31,11,91,262,264,-2,0.554878,standard,2022,3416373.2,19563626,18,2,4,3,4,TRUE,FALSE,19563626,62185000,18,83500000,1000000,0.23429492215568865,FALSE,TRUE,2,7,9,18,0.5,TRUE,19563626,18251716,1311910,1.7777777777777777,6,1,2.5655598302686835,18,0,18,0,0,19563626,0,FALSE,0.628049,73.3
2023,SEA,Kraken,W,P,82,46,28,8,100,289,256,33,0.609756,standard,2022,1630000,8525000,7,0,2,2,1,FALSE,FALSE,8525000,11675000,7,83500000,1000000,0.10209580838323354,FALSE,FALSE,1,1,5,8,0.625,TRUE,8525000,5675618,2849382,1.1428571428571428,2,0,1.3695014662756595,8,1,7,0.125,775000,8525000,0.08333333333333333,FALSE,0.365854,35
2023,SJS,Sharks,W,P,82,22,44,16,60,234,321,-87,0.365854,standard,2022,982620.75,5300805,7,0,1,2,4,FALSE,FALSE,5300805,10650000,7,83500000,1000000,0.06348269461077845,FALSE,FALSE,2,1,4,9,0.4444444444444444,TRUE,5300805,3085805,2215000,1.7142857142857142,3,0,1.7075915827878974,9,2,7,0.2222222222222222,3800000,5300805,0.4175454808668024,FALSE,0.469512,21.1
2023,STL,Blues,W,C,82,37,38,7,81,263,301,-38,0.493902,standard,2022,930000,3875000,5,1,2,1,1,TRUE,FALSE,3875000,4650000,5,83500000,1000000,0.04640718562874251,TRUE,FALSE,2,0,3,5,0.6,TRUE,3875000,4663305,-788305,1.2,2,0,1.2,5,0,5,0,0,3875000,0,FALSE,0.664634,19.9
2023,TBL,Lightning,E,A,82,46,30,6,98,283,254,29,0.597561,standard,2022,581933.15,3105896,10,0,1,2,4,FALSE,FALSE,3105896,16301665,10,83500000,1000000,0.03719635928143713,TRUE,FALSE,1,4,5,10,0.5,TRUE,3105896,14825306,-11719410,1.6,3,0,1.0011693888011703,10,0,10,0,0,3105896,0,FALSE,0.670732,12.5
2023,TOR,Maple Leafs,E,A,82,50,21,11,111,279,222,57,0.676829,standard,2022,3107530.6,14975612,10,1,4,1,2,TRUE,FALSE,14975612,23675000,10,83500000,1000000,0.17934864670658682,FALSE,TRUE,2,2,6,10,0.6,TRUE,14975612,18850206,-3874594,1.2,3,0,1.1802931325945143,10,0,10,0,0,14975612,0,FALSE,0.70122,66.6
2023,VAN,Canucks,W,P,82,38,37,7,83,276,298,-22,0.506098,standard,2022,1977576.5,8300306,6,1,3,2,0,TRUE,FALSE,8300306,19400000,6,83500000,1000000,0.0994048622754491,FALSE,FALSE,2,0,4,6,0.6666666666666666,TRUE,8300306,7738305,562001,1.5,3,0,1.9758676366871293,6,0,6,0,0,8300306,0,FALSE,0.560976,42.4
2023,VGK,Golden Knights,W,P,82,51,22,9,111,272,229,43,0.676829,standard,2022,38750,775000,1,0,0,0,0,FALSE,FALSE,775000,1550000,1,83500000,1000000,0.0092814371257485,TRUE,FALSE,0,0,1,2,0.5,TRUE,775000,3650000,-2875000,2,2,0,2,2,1,1,0.5,775000,775000,0.5,FALSE,0.573171,0.8
2023,WPG,Jets,W,C,82,46,33,3,95,247,225,22,0.579268,standard,2022,1000000,3300000,3,2,0,0,1,TRUE,FALSE,3300000,3300000,3,83500000,1000000,0.03952095808383234,TRUE,FALSE,0,3,0,5,0,FALSE,3300000,5525911,-2225911,1,1,0,1,5,2,3,0.4,412,3300000,1.248328996501043e-4,FALSE,0.542683,21.4
2023,WSH,Capitals,E,M,82,35,37,10,80,255,265,-10,0.487805,standard,2022,0,0,0,0,0,0,0,FALSE,FALSE,0,0,0,83500000,1000000,0,TRUE,FALSE,0,0,0,0,0,FALSE,4387906,1550824,2837082,1.2,2,0,1.4700419744634456,7,2,5,0.2857142857142857,1550000,4387906,0.26103478229530747,FALSE,0.609756,0
2024,ANA,Ducks,W,P,82,27,50,5,59,204,295,-91,0.359756,standard,2023,273750,1562500,2,0,0,1,1,FALSE,FALSE,1562500,2350000,2,88000000,4500000,0.01775568181818182,TRUE,FALSE,0,0,2,4,0.5,TRUE,1562500,5425000,-3862500,1.5,2,0,1.504,4,2,2,0.5,2150000,1562500,0.5791245791245792,FALSE,0.353659,7
2024,ARI,Coyotes,W,C,82,36,41,5,77,256,274,-18,0.469512,standard,2023,0,0,0,0,0,0,0,FALSE,FALSE,0,0,0,88000000,4500000,0,TRUE,FALSE,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,TRUE,0.426829,0
2024,BOS,Bruins,E,A,82,47,20,15,109,267,224,43,0.664634,standard,2023,1550126.5,19375506,8,0,3,1,2,FALSE,FALSE,19375506,144700000,8,88000000,4500000,0.22017620454545456,FALSE,TRUE,0,1,7,8,0.875,TRUE,19375506,15625905,3749601,3.5,7,3,5.920002089235759,8,0,8,0,0,19375506,0,FALSE,0.823171,39.5
2024,BUF,Sabres,E,A,82,39,37,6,84,246,244,2,0.512195,standard,2023,1245128.9,5426324,10,2,3,2,1,TRUE,FALSE,5426324,21200000,10,88000000,4500000,0.06166277272727272,FALSE,FALSE,1,4,5,11,0.4545454545454546,TRUE,5426324,9926417,-4500093,1.2,2,0,1.1428602494064122,11,1,10,0.09090909090909093,905,5426324,1.6675176227131747e-4,FALSE,0.554878,31.7
2024,CAR,Hurricanes,E,M,82,52,23,7,111,279,216,63,0.676829,standard,2023,2983780.9,14425206,10,1,3,1,2,TRUE,FALSE,14425206,47225000,10,88000000,4500000,0.16392279545454547,FALSE,TRUE,1,7,2,11,0.18181818181818185,TRUE,14425206,26000706,-11575500,2.1,6,2,2.441991885592483,11,1,10,0.09090909090909093,3050000,14425206,0.174532992629672,FALSE,0.689024,76.1
2024,CBJ,Blue Jackets,E,M,82,27,43,12,66,237,300,-63,0.402439,standard,2023,1720135.75,7825905,5,1,1,2,1,TRUE,FALSE,7825905,30725000,5,88000000,4500000,0.08893073863636364,FALSE,FALSE,0,2,4,6,0.6666666666666666,TRUE,7825905,7175000,650905,1.8,5,1,3.811176470964061,5,0,5,0,0,7825905,0,FALSE,0.359756,43.9
2024,CGY,Flames,W,P,82,38,39,5,81,253,271,-18,0.493902,standard,2023,1546482.15,7276011,6,1,3,0,2,TRUE,FALSE,7276011,14600000,6,88000000,4500000,0.08268194318181818,FALSE,FALSE,2,2,2,6,0.3333333333333333,TRUE,7276011,5050000,2226011,1.5,2,0,1.347059123467515,6,0,6,0,0,7276011,0,FALSE,0.567073,39.4
2024,CHI,Blackhawks,W,C,82,23,53,6,52,179,290,-111,0.317073,standard,2023,3922612.1,30050618,10,1,2,0,2,TRUE,FALSE,30050618,92000000,10,88000000,4500000,0.34148429545454545,FALSE,TRUE,3,1,6,11,0.5454545454545454,TRUE,30050618,6976117,23074501,2.1,4,0,2.861858548133686,11,1,10,0.09090909090909093,805,30050618,2.678741702181624e-5,FALSE,0.359756,100
2024,COL,Avalanche,W,C,82,50,25,7,107,304,254,50,0.652439,standard,2023,970427.5,4201710,7,0,5,2,0,FALSE,FALSE,4201710,7500000,7,88000000,4500000,0.04774670454545454,TRUE,FALSE,1,2,4,9,0.4444444444444444,TRUE,4201710,13600000,-9398290,1.2857142857142858,2,0,1.3807973420345525,9,2,7,0.2222222222222222,3275000,4201710,0.43802688615714663,FALSE,0.664634,24.7
2024,DAL,Stars,W,C,82,52,21,9,113,298,234,64,0.689024,standard,2023,2370063.6,10100212,8,1,4,2,1,TRUE,FALSE,10100212,25125000,8,88000000,4500000,0.11477513636363636,FALSE,FALSE,2,3,4,11,0.3636363636363637,TRUE,10100212,6070212,4030000,1.75,3,0,2.0915822360956384,10,2,8,0.2,612,10100212,6.05891162938786e-5,FALSE,0.658537,60.4
2024,DET,Red Wings,E,A,82,41,32,9,91,278,274,4,0.554878,standard,2023,2440212.5,11126011,9,2,2,2,3,TRUE,FALSE,11126011,23950000,9,88000000,4500000,0.1264319431818182,FALSE,FALSE,3,2,4,10,0.4,TRUE,11126011,4950918,6175093,1.4444444444444444,2,0,1.7213012821935911,10,1,9,0.1,1125000,11126011,0.0918291559774128,FALSE,0.487805,62.2
2024,EDM,Oilers,W,P,82,49,27,6,104,294,237,57,0.634146,standard,2023,658847.7,2326530,8,1,3,0,0,TRUE,FALSE,2326530,27325000,8,88000000,4500000,0.0264378409090909,TRUE,FALSE,3,3,2,12,0.16666666666666666,TRUE,2326530,4275312,-1948782,1.5,3,0,1.0004401404667036,12,4,8,0.3333333333333333,3387806,2326530,0.5928608328246712,FALSE,0.664634,16.8
2024,FLA,Panthers,E,A,82,52,24,6,110,268,200,68,0.670732,standard,2023,1297201.25,6295805,9,1,3,1,4,TRUE,FALSE,6295805,7945000,9,88000000,4500000,0.07154323863636364,FALSE,FALSE,1,3,5,9,0.5555555555555556,TRUE,6295805,20233184,-13937379,1.1111111111111112,2,0,1.1350105347926118,9,0,9,0,0,6295805,0,FALSE,0.560976,33.1
2024,LAK,Kings,W,P,82,44,27,11,99,256,215,41,0.603659,standard,2023,2301250,11225000,7,0,3,2,2,FALSE,FALSE,11225000,31325000,7,88000000,4500000,0.1275568181818182,FALSE,FALSE,3,2,2,11,0.18181818181818185,TRUE,11225000,11650812,-425812,2,4,0,2.7906458797327396,11,4,7,0.3636363636363637,827415,11225000,0.06865138646487032,FALSE,0.634146,58.7
2024,MIN,Wild,W,C,82,39,34,9,87,251,263,-12,0.530488,standard,2023,1978750,10475000,10,1,2,3,2,TRUE,FALSE,10475000,23300000,10,88000000,4500000,0.11903409090909092,FALSE,FALSE,5,2,3,10,0.3,TRUE,10475000,2325000,8150000,1.6,4,0,2.224343675417661,10,0,10,0,0,10475000,0,FALSE,0.628049,50.4
2024,MTL,Canadiens,E,A,82,30,36,16,76,236,289,-53,0.463415,standard,2023,155000,775000,1,0,0,1,0,FALSE,FALSE,775000,775000,1,88000000,4500000,0.00880681818181818,TRUE,FALSE,1,0,0,1,0,FALSE,775000,2400000,-1625000,1,1,0,1,1,0,1,0,0,775000,0,FALSE,0.414634,4
2024,NJD,Devils,E,M,82,38,39,5,81,264,283,-19,0.493902,standard,2023,2277601.5,13400406,7,0,3,0,2,FALSE,FALSE,13400406,59950000,7,88000000,4500000,0.1522773409090909,FALSE,TRUE,2,0,5,7,0.7142857142857143,TRUE,13400406,775212,12625194,2.5714285714285716,6,1,3.5783406860956304,7,0,7,0,0,13400406,0,FALSE,0.682927,58.1
2024,NSH,Predators,W,C,82,47,30,5,99,269,248,21,0.603659,standard,2023,2400337.7,10101512,8,2,2,4,0,TRUE,FALSE,10101512,116925000,8,88000000,4500000,0.1147899090909091,FALSE,FALSE,3,1,4,9,0.4444444444444444,TRUE,10101512,8751012,1350500,3.125,7,2,3.5572066835143095,9,1,8,0.1111111111111111,3750000,10101512,0.27072856739394224,FALSE,0.560976,61.2
