term,estimate,std.error,statistic,p.value,model_name
(Intercept),0.23061750774047585,0.03425446814964538,6.732479591654769,1.1930243895504145e-10,Model E Full
total_mis,1.948150416869103e-9,6.1909310440469145e-9,0.31467809978959604,0.7532760977260432,Model E Full
pct_retained,0.04829649054677482,0.029469859974729284,1.6388435706240059,0.10253988152377569,Model E Full
prior_season_points_pct,-0.42912153056254815,0.05215635957869318,-8.227597440252561,1.1648324877180142e-14,Model E Full
season_typecovid_shortened,8.776800266524208e-4,0.02157374272415022,0.04068278916063658,0.9675821880334483,Model E Full
season_typestandard,5.617631146187492e-4,0.01852642713049001,0.030322258612629268,0.9758349340775068,Model E Full
cap_ceiling_change,-4.859070967351778e-10,2.5966484817453147e-9,-0.18712856212581366,0.8517159790757493,Model E Full
