movement_geography,mean_change,sd_change,signing_count,high_low_mean_spread
cross_division_same_conference,0.001621704039523394,0.09021585500247248,370,0.009862110625544897
cross_conference,-0.007455021673626087,0.0943362357451228,703,0.009862110625544897
within_division,-0.008240406586021504,0.0891603344327273,336,0.009862110625544897
